      # name ref Mv logRe logM* logSigma_e
       1146  8  -6.2  0.308  4.852  3.439
       1146  8  -7.4  0.604  5.251  3.245
       1146  8  -6.5  0.525  5.034  3.186
       1146  8  -7.1  0.565  5.253  3.324
       1146  8  -7.2  0.361  5.257  3.737
       1146  8  -7.0  0.659  5.372  3.256
       1146  8  -7.3  0.466  5.259  3.529
       1146  8  -8.7  0.456  5.913  4.202
       1146  8  -7.8  0.372  5.509  3.967
       1146  8  -7.4  0.313  5.426  4.003
       1146  8  -6.8  0.390  5.130  3.551
       1146  8  -8.3  0.304  5.644  4.238
       1146  8  -7.3  0.377  5.199  3.647
       1146  8  -7.8  0.423  5.519  3.875
       1146  8  -7.5  0.497  5.301  3.509
       1146  8 -10.1  0.627  6.361  4.308
       1146  8  -8.9  0.780  6.133  3.775
       1146  8  -6.6  0.378  5.050  3.496
       1146  8  -8.8  0.295  5.922  4.535
       1146  8  -7.0  0.443  5.043  3.358
       1146  8  -7.1  0.338  5.236  3.762
       1146  8  -7.9  0.425  5.509  3.861
       1146  8  -7.9  0.658  5.572  3.458
       1146  8  -7.8  0.550  5.414  3.515
       1146  8  -7.2  0.211  5.126  3.905
       1146  8  -7.0  0.401  5.157  3.556
       1146  8  -8.3  0.334  5.810  4.343
       1146  8  -7.4  0.521  5.291  3.451
       1146  8  -6.1  0.304  5.143  3.737
       1146  8  -6.5  0.487  5.076  3.304
       1146  8  -8.6  0.411  5.760  4.138
       1146  8  -8.9  0.433  5.917  4.252
       1146  8  -7.4  0.080  5.217  4.259
       1146  8  -8.4  0.543  5.726  3.842
       1146  8  -7.0  0.240  5.194  3.916
       1146  8  -7.6  0.743  5.353  3.069
       1146  8  -8.3  0.466  5.677  3.947
       1146  8  -8.2  0.348  5.730  4.235
       1146  8  -8.5  0.439  5.637  3.961
       1146  8  -6.6  0.517  4.893  3.060
       1146  8  -5.7  0.237  4.497  3.225
       1146  8  -8.4  0.263  5.750  4.427
       1146  8  -7.3  0.647  5.374  3.283
       1146  8  -6.9  0.314  5.369  3.943
       1146  8  -7.3  0.778  5.269  2.914
       1146  8  -7.9  0.529  5.498  3.641
       1146  8  -7.2  0.578  5.332  3.378
       1146  8  -5.5  0.263  4.911  3.588
       1146  8  -6.2  0.494  4.735  2.950
       1146  8  -7.4  0.478  5.340  3.586
       1146  8  -7.5  0.690  5.347  3.170
       1146  8  -7.7  0.719  5.460  3.223
       1146  8  -6.2  0.396  4.727  3.137
       1146  8  -8.1  0.202  5.491  4.288
       1146  8  -7.0  0.672  5.050  2.907
       1146  8  -7.8  0.539  5.359  3.483
       1025  8  -7.3  0.071  5.185  4.245
       1025  8  -6.8  0.450  5.111  3.414
       1025  8  -7.9  0.241  5.451  4.170
       1025  8  -7.1  0.105  5.238  4.230
       1025  8  -7.3  0.145  5.208  4.119
       1025  8  -7.8  0.193  5.502  4.318
       1025  8  -6.5  0.159  4.969  3.853
       1025  8  -6.8  0.047  4.954  4.062
       1025  8  -7.4  0.234  5.457  4.191
       1025  8  -6.9  0.134  5.025  3.959
       1025  8  -5.7  0.227  4.685  3.433
       1025  8  -7.7  0.363  5.460  3.936
       1025  8  -6.7  0.185  4.978  3.811
       1025  8  -7.1  0.108  5.150  4.136
       1025  8  -6.3  0.234  4.787  3.521
       1025  8  -8.2  0.431  5.603  3.942
       1025  8  -6.9  0.242  5.090  3.808
       1025  8  -7.2  0.171  5.225  4.085
       1025  8  -7.1  0.318  5.163  3.729
       1025  8  -7.4  0.312  5.219  3.797
       1025  8  -7.2  0.459  5.307  3.590
       1025  8  -6.5  0.254  4.883  3.577
       1025  8  -7.4  0.646  5.543  3.453
       1025  8  -6.5  0.431  4.906  3.245
       1025  8  -7.0  0.623  5.209  3.166
       1025  8  -5.4  0.120  4.425  3.388
       1025  8  -7.0  0.418  5.075  3.441
       1025  8  -7.1  0.287  5.092  3.719
       1025  8  -6.6  0.180  4.919  3.761
       1025  8  -7.1  0.294  5.225  3.840
       1025  8  -8.0  0.310  5.467  4.048
       1025  8  -8.3  0.384  5.582  4.015
       1025  8  -5.6  0.242  4.490  3.208
       1025  8  -7.4  0.699  5.541  3.345
       1025  8  -7.9  0.360  5.420  3.902
       1025  8  -6.0  0.314  4.743  3.318
       1025  8  -7.0  0.276  5.063  3.714
       1025  8  -6.7  0.504  4.945  3.139
       1025  8  -5.9  0.337  4.662  3.191
       1025  8  -8.5  0.454  5.685  3.979
       1025  8  -7.6  0.408  5.341  3.726
       1025  8  -6.3  0.036  4.858  3.989
       1025  8  -5.6  0.392  4.554  2.972
       1025  8  -8.5  0.355  5.676  4.167
       1025  8  -6.1  0.362  4.676  3.155
       1025  8  -6.2  0.368  4.794  3.261
       1025  8  -8.9  0.412  5.821  4.198
       1025  8  -7.3  0.365  5.205  3.676
       1025  8  -7.0  0.429  5.054  3.397
       1025  8  -9.6  0.237  6.104  4.831
       1025  8  -6.7  0.321  5.203  3.762
       1025  8  -7.2  0.273  5.154  3.810
       1025  8  -6.8  0.244  4.965  3.679
       1025  8  -7.0  0.324  5.050  3.603
       1025  8  -7.7  0.316  5.363  3.932
       1025  8  -7.1  0.042  5.092  4.210
       1025  8  -6.6  0.244  4.878  3.591
       1025  8  -8.4  0.225  5.619  4.371
       1025  8  -6.2  0.198  4.729  3.534
       1025  8  -7.4  0.229  5.296  4.040
       1025  8  -6.3  0.486  4.821  3.052
       1025  8  -7.3  0.286  5.269  3.899
       1025  8  -5.9  0.459  4.666  2.949
       1025  8  -5.5  0.167  4.428  3.296
       1025  8  -8.0  0.364  5.494  3.968
       1025  8  -7.7  0.235  5.354  4.086
       1025  8  -7.4  0.291  5.357  3.976
       1025  8  -7.3  0.311  5.183  3.762
       1025  8  -7.3  0.336  5.224  3.755
       1025  8  -5.6  0.185  4.466  3.299
       1025  8  -7.1  0.220  5.077  3.840
       1025  8  -5.5 -0.110  4.922  4.343
       1025  8  -6.6  0.636  4.936  2.865
       1025  8  -6.8  0.130  4.962  3.903
       1025  8  -5.6  0.031  4.514  3.654
       1025  8  -6.8  0.384  4.982  3.415
       1025  8  -8.7  0.278  5.750  4.395
       1025  8  -7.7  0.643  5.352  3.269
       1025  8  -6.1  0.508  4.706  2.892
       1025  8  -6.3  0.294  4.779  3.393
       1025  8  -8.2  0.443  5.565  3.880
       1025  8  -6.6  0.255  4.904  3.596
       1025  8  -7.6  0.018  5.316  4.483
       1025  8  -6.9  0.278  4.969  3.614
       1025  8  -6.9  0.273  5.003  3.659
       1025  8  -6.8  0.485  5.015  3.247
       1025  8  -7.8  0.258  5.412  4.098
       1025  8  -8.5  0.411  5.712  4.093
       1025  8  -8.4  0.263  5.638  4.314
       1025  8  -8.3  0.341  5.624  4.144
       1025  8  -7.2  0.547  5.081  3.190
       1025  8  -5.8  0.337  4.531  3.058
       1025  8  -8.3  0.021  5.548  4.708
       1025  8  -8.7  0.302  5.767  4.364
       1025  8  -6.4  0.400  4.887  3.289
       1025  8  -6.3  0.303  4.750  3.345
       1025  8  -5.8  0.185  4.625  3.457
       1025  8  -6.4 -0.103  5.298  4.706
       1025  8  -6.5  0.021  5.359  4.519
       1025  8  -9.1  0.308  5.933  4.518
       1025  8  -8.3  0.584  5.584  3.618
       1025  8  -5.5  0.267  4.450  3.117
       1025  8  -9.5  0.663  6.055  3.930
       1025  8  -7.3  0.677  5.142  2.990
       1303  8  -7.4  0.059  5.182  4.266
       1303  8  -7.3  0.306  5.200  3.790
       1303  8  -7.8  0.494  5.357  3.570
       1303  8  -7.0  0.571  5.022  3.082
       1303  8  -8.5  0.416  5.755  4.125
       1303  8  -9.0  0.378  5.893  4.339
       1303  8  -6.9  0.421  4.991  3.351
       1303  8  -8.3  0.371  5.587  4.048
       1303  8  -7.6  0.321  5.323  3.883
       1303  8  -7.5  0.462  5.257  3.535
       1303  8  -7.9  0.348  5.445  3.951
       1303  8  -8.6  0.669  5.692  3.556
       1303  8  -8.9  0.319  5.847  4.412
       1303  8  -6.8  0.629  5.280  3.223
       1303  8  -6.4  0.302  4.958  3.557
       1303  8  -6.2  0.445  4.709  3.020
       1303  8  -6.7  0.708  5.395  3.181
       1303  8  -6.0  0.185  4.904  3.736
       1303  8  -7.4  0.226  5.210  3.960
       1303  8  -7.1  0.427  5.125  3.474
       1303  8  -7.5  0.503  5.376  3.572
       1303  8  -7.7  0.537  5.356  3.483
       1303  8  -7.8  0.375  5.372  3.824
       1303  8  -7.1  0.462  5.124  3.403
       1303  8  -6.6  0.537  4.939  3.068
       1303  8  -8.0  0.431  5.469  3.808
       1303  8  -7.4  0.398  5.232  3.638
       1303  8  -8.9  0.416  5.870  4.240
       1303  8  -7.1  0.739  5.105  2.828
       1303  8  -7.6  0.388  5.261  3.687
       1303  8  -7.1  0.670  5.175  3.038
       1303  8  -6.5  0.450  4.859  3.162
       1303  8  -6.7  0.418  4.989  3.355
       1303  8  -5.8  0.273  4.573  3.229
       1303  8  -8.0  0.366  5.439  3.909
       1303  8  -8.9  0.487  5.796  4.024
       1303  8  -7.7  0.394  5.348  3.762
       1303  8  -7.5  0.430  5.264  3.606
       1303  8  -7.5  0.769  5.274  2.937
       1303  8  -7.0  0.466  5.086  3.355
       1303  8  -8.2  0.448  5.528  3.833
       1303  8  -6.7  0.333  4.944  3.479
       1303  8  -6.3  0.376  4.828  3.278
       1303  8  -8.7  0.448  5.761  4.066
       1303  8  -8.0  0.414  5.458  3.833
       1303  8  -9.3  0.433  6.028  4.364
       1303  8  -7.3  0.324  5.196  3.749
       1303  8  -8.5  0.652  5.660  3.557
       1303  8  -7.2  0.273  5.120  3.776
       1303  8  -8.6  0.429  5.712  4.055
       1303  8  -9.2  0.592  5.973  3.989
       1303  8  -5.2  0.450  4.663  2.965
       1303  8  -8.3  0.488  5.579  3.805
       1303  8  -5.7  0.355  4.611  3.102
       1303  8  -7.8  0.389  5.380  3.805
       1303  8  -7.3  0.567  5.173  3.240
       1303  8  -7.8  0.708  5.411  3.197
       1303  8  -6.9  0.552  5.183  3.282
       1303  8  -5.3  0.462  4.392  2.669
       1303  8  -8.3  0.352  5.569  4.068
       1303  8  -8.3  0.088  5.535  4.560
       1913  8  -7.7  0.380  5.421  3.863
       1913  8  -8.3  0.595  5.801  3.813
       1913  8  -8.3  0.398  5.625  4.030
       1913  8  -9.5  0.577  6.081  4.128
       1913  8  -7.4  0.556  5.504  3.593
       1913  8  -6.8  0.294  5.238  3.852
       1913  8  -8.8  0.556  5.801  3.890
       1913  8  -6.6  0.559  4.950  3.034
       1913  8  -7.3  0.517  5.229  3.396
       1913  8  -7.4  0.632  5.224  3.163
       1913  8  -7.5  0.773  5.710  3.366
       1913  8  -7.5  0.588  5.285  3.311
       1913  8  -7.9  0.424  5.485  3.838
       1913  8  -7.4  0.600  5.327  3.328
       1913  8  -6.9  0.390  5.096  3.517
       1913  8  -7.7  0.725  5.564  3.315
       1913  8  -7.4  0.802  5.256  2.853
       1913  8  -7.7  0.589  5.512  3.535
       1913  8  -7.1  0.421  5.157  3.516
       1913  8  -7.7  0.523  5.493  3.649
       1913  8  -7.2  0.509  5.227  3.411
       1913  8  -6.8  0.715  5.050  2.822
       1913  8  -7.3  0.800  5.389  2.992
       1913  8  -8.2  0.512  5.542  3.720
       1913  8  -8.4  0.550  5.715  3.818
       1913  8  -8.2  0.392  5.604  4.021
       1913  8  -7.3  0.733  5.241  2.977
       1913  8  -7.3  0.501  5.149  3.350
       1913  8  -7.4  0.167  5.260  4.127
       1913  8  -8.0  0.735  5.451  3.182
       1913  8  -6.9  0.579  5.062  3.106
       1913  8  -7.4  0.519  5.212  3.377
       1913  8  -7.9  0.474  5.692  3.945
       1913  8  -7.0  0.560  5.040  3.121
       1913  8  -7.9  0.531  5.468  3.608
       1913  8  -7.7  0.452  5.370  3.667
       1913  8  -5.2  0.440  4.401  2.724
       1913  8  -7.1  0.627  5.085  3.033
       1913  8  -6.9  0.573  5.002  3.058
       1913  8  -6.0  0.618  4.813  2.780
       1913  8  -8.2  0.611  5.721  3.702
       1913  8  -8.0  0.522  5.725  3.883
       1913  8  -5.8  0.603  4.621  2.617
       1913  8  -6.7  0.614  4.948  2.922
       1913  8  -9.0  0.627  5.837  3.785
       1913  8  -7.4  0.512  5.253  3.430
       1913  8  -7.4  0.454  5.250  3.543
       1913  8  -7.6  0.533  5.464  3.600
       1913  8  -8.3  0.474  5.580  3.834
       1913  8  -7.3  0.553  5.181  3.275
       1913  8  -7.3  0.724  5.122  2.875
       1913  8  -8.2  0.431  5.581  3.920
       1913  8  -8.0  0.595  5.521  3.534
       1913  8  -9.7  0.611  6.295  4.275
       1913  8  -5.8  0.556  4.685  2.775
       1913  8  -5.5  0.538  4.481  2.607
       1913  8  -8.8  0.889  5.754  3.177
       1913  8  -8.3  0.367  5.573  4.041
       1913  8  -7.9  0.773  5.448  3.104
       1913  8  -7.7  0.808  5.388  2.973
       1913  8  -6.8  0.707  4.962  2.750
       1913  8  -7.9  0.800  5.364  2.965
       1913  8  -7.0  0.765  5.068  2.740
       1913  8  -6.3  0.337  4.836  3.363
       1913  8 -10.2  0.787  6.728  4.357
       1327  8  -9.9  0.339  6.277  4.801
       1327  8  -8.6  0.371  5.695  4.155
       1327  8 -10.3  0.996  6.366  3.576
       1327  8  -7.2  0.601  5.131  3.130
       1327  8  -6.5  0.388  4.958  3.384
       1327  8  -9.0  0.477  5.853  4.102
       1327  8  -7.3  0.500  5.182  3.385
       1327  8  -6.9  0.277  5.073  3.722
       1327  8  -6.8  0.213  5.291  4.066
       1327  8  -8.8  0.537  5.797  3.924
       1327  8  -6.5  0.483  4.869  3.104
       1327  8  -9.2  0.590  5.932  3.953
       1327  8  -8.5  0.768  5.645  3.310
       1327  8  -9.0  0.542  5.914  4.033
       1327  8  -7.7  0.396  5.305  3.714
       1327  8  -8.1  0.465  5.730  4.001
       1327  8  -6.0  0.511  4.729  2.910
       1327  8  -5.9  0.580  4.871  2.912
       1327  8  -8.5  0.402  5.867  4.265
       1327  8  -6.0  0.591  4.680  2.700
       1327  8  -6.0  0.469  4.719  2.981
       1327  8  -8.5  0.640  5.670  3.591
       1327  8  -7.0  0.674  5.001  2.854
       1327  8  -7.7  0.454  5.476  3.769
       1327  8  -7.0  0.579  5.095  3.138
       1327  8  -8.2  0.259  5.507  4.192
       1327  8  -8.0  0.331  5.437  3.976
       1327  8  -9.0  0.518  5.905  4.071
       1327  8  -6.7  0.267  5.107  3.774
       1327  8  -8.4  0.462  5.777  4.054
       1327  8 -10.4  0.579  6.472  4.515
       1327  8  -9.1  0.440  5.864  4.186
       1327  8  -6.0  0.487  4.848  3.076
       1327  8  -7.2  0.631  5.145  3.085
       1327  8  -9.5  0.651  6.065  3.964
       1327  8  -8.0  0.562  5.487  3.565
       1327  8  -6.6  0.551  5.083  3.184
       1327  8 -10.3  0.646  6.368  4.277
       1327  8  -7.8  0.331  5.575  4.115
       1327  8  -7.5  0.355  5.362  3.854
       1327  8  -7.7  0.631  5.343  3.283
       1327  8  -8.0  0.454  5.419  3.712
       1327  8  -8.2  0.441  5.582  3.902
       1327  8  -6.9  0.729  5.170  2.915
       1327  8  -9.5  0.612  6.064  4.041
       1327  8  -6.5  0.648  4.876  2.781
       1327  8  -8.9  0.802  5.799  3.396
       1327  8  -8.9  0.392  5.914  4.331
       1327  8  -8.8  0.601  5.768  3.768
       1327  8  -5.7  0.525  4.670  2.822
       1327  8  -7.6  0.465  5.670  3.941
       1327  8  -7.8  0.461  5.393  3.673
       1327  8  -6.4  0.713  4.868  2.643
       1327  8  -6.7  0.572  4.965  3.022
       1327  8  -8.3  0.495  5.562  3.775
       1327  8  -9.3  0.754  6.025  3.719
       1327  8  -6.7  0.752  5.017  2.715
       1327  8  -8.5  0.500  5.657  3.858
       1327  8  -6.6  0.637  4.852  2.781
       1327  8  -8.1  0.585  5.605  3.637
       1327  8  -9.0  0.642  5.883  3.801
       1327  8  -6.0  0.629  4.768  2.711
       1327  8  -7.3  0.589  5.220  3.244
       1327  8  -9.1  0.474  5.912  4.167
       1327  8  -7.2  0.505  5.606  3.797
       1327  8  -8.7  0.368  6.063  4.530
       1327  8  -7.4  0.633  5.391  3.327
       1327  8  -7.9  0.473  5.385  3.641
       1327  8  -7.3  0.596  5.185  3.194
       1327  8  -5.8  0.496  4.641  2.850
       1327  8  -7.3  0.758  5.162  2.847
       1327  8  -8.1  0.489  5.511  3.735
       1327  8  -7.9  0.490  5.418  3.641
       1327  8 -10.3  0.487  6.398  4.625
       1327  8  -6.9  0.730  4.976  2.718
       1327  8  -7.1  0.438  5.168  3.494
       1327  8  -9.9  0.599  6.233  4.236
       1327  8  -7.8  0.414  5.752  4.126
       1327  8  -6.2  0.630  4.858  2.800
       1327  8  -8.9  0.412  5.869  4.246
       1327  8  -7.9  0.688  5.489  3.314
       1327  8  -6.3  0.464  4.922  3.196
       1327  8  -5.9  0.409  4.880  3.264
       1327  8  -8.7  0.676  5.753  3.603
       1327  8  -8.8  0.306  6.115  4.705
       1327  8  -7.2  0.333  5.355  3.891
       1327  8  -8.3  0.345  5.737  4.250
       1327  8  -7.4  0.345  5.201  3.712
       1327  8  -8.1  0.364  5.899  4.374
       1327  8  -6.9  0.710  5.438  3.221
       1327  8  -7.2  0.576  5.147  3.197
       1327  8  -5.8  0.464  4.897  3.171
       1327  8  -6.5  0.584  4.938  2.971
       1327  8  -7.1  0.575  5.196  3.247
       1327  8  -5.4  0.588  4.532  2.559
       1327  8  -5.6  0.561  4.593  2.672
       1327  8  -9.6  0.512  6.286  4.464
       1327  8  -8.2  0.423  5.551  3.906
       1327  8  -8.2  0.774  5.726  3.379
       1327  8  -5.8  0.312  4.542  3.120
       1327  8  -7.3  0.503  5.179  3.375
       1327  8  -6.9  0.786  5.487  3.117
       1327  8  -9.3  0.437  6.006  4.334
       1327  8  -9.5  0.486  6.289  4.520
       1327  8  -8.6  0.511  5.717  3.897
       1327  8  -8.2  0.628  5.610  3.556
       1327  8  -7.3  0.567  5.160  3.228
       1327  8  -9.2  0.453  5.961  4.257
       1327  8  -6.5  0.334  5.244  3.777
       1327  8  -9.8  0.461  6.313  4.594
       1327  8  -7.6  0.562  5.506  3.585
       1327  8  -8.2  0.769  5.590  3.253
       1327  8  -7.8  0.648  5.380  3.285
       1327  8  -6.6  0.655  4.959  2.851
       1327  8  -8.7  0.697  5.721  3.529
       1327  8  -9.3  0.408  6.026  4.412
       1327  8  -5.6  0.387  4.704  3.131
       1327  8  -5.3  0.481  4.530  2.770
       1327  8  -6.5  0.489  5.265  3.490
       1327  8  -7.6  0.451  5.282  3.582
       1327  8  -7.6  0.475  5.378  3.630
       1327  8  -7.9  0.550  5.441  3.543
       1327  8  -5.3  0.584  4.446  2.479
       1327  8  -5.6  0.573  4.524  2.579
       1327  8  -6.2  0.186  5.031  3.861
       1327  8  -7.3  0.579  5.165  3.208
       1327  8  -7.1  0.646  5.184  3.095
       1327  8  -6.6  0.528  5.244  3.389
       1327  8  -8.2  0.706  5.573  3.363
       1327  8  -8.7  0.481  5.815  4.054
       1327  8  -7.3  0.363  5.195  3.671
       1327  8 -10.4  0.778  6.445  4.091
       1327  8  -8.6  0.488  5.737  3.962
       1327  8  -6.6  0.441  4.857  3.177
       1327  8  -9.2  0.572  5.939  3.996
       1327  8  -8.9  0.527  5.863  4.010
       1327  8  -8.0  0.524  5.540  3.693
       1327  8  -6.8  0.444  5.168  3.482
       1327  8  -8.2  0.500  5.711  3.912
       1327  8  -6.2  0.464  5.108  3.382
       1327  8  -7.1  0.610  5.084  3.066
       1327  8  -9.0  0.503  5.863  4.059
       1327  8  -7.0  0.353  5.070  3.565
       1327  8  -6.2  0.553  4.672  2.768
       1327  8  -6.9  0.587  5.016  3.045
       1327  8  -5.2  0.544  4.600  2.714
       1327  8  -8.7  0.351  5.975  4.475
       1327  8  -8.4  0.688  5.616  3.442
       1327  8  -7.9  0.488  5.422  3.648
       1327  8  -8.3  0.505  5.607  3.799
       1327  8  -8.3  0.511  5.739  3.919
       1327  8  -7.5  0.586  5.273  3.303
       1327  8  -9.9  0.528  6.228  4.374
       1327  8  -5.7  0.377  5.013  3.461
       1327  8  -7.2  0.612  5.192  3.170
       1327  8  -6.6  0.342  5.223  3.741
       1327  8  -6.3  0.512  4.829  3.007
       1327  8  -6.2  0.630  5.057  3.000
       1327  8  -9.9  0.669  6.204  4.068
       1327  8  -8.3  0.530  5.580  3.722
       1327  8  -7.7  0.411  5.441  3.820
       1327  8  -7.9  0.719  5.479  3.242
       1327  8  -8.5  0.591  5.653  3.673
       1327  8  -6.4  0.661  4.847  2.726
       1327  8  -6.2  0.371  4.937  3.398
       1327  8  -7.2  0.717  5.128  2.896
       1327  8  -6.7  0.530  4.952  3.094
       1327  8  -8.0  0.544  5.436  3.550
       1327  8  -6.8  0.636  5.140  3.070
       1327  8  -7.0  0.567  5.089  3.158
       1327  8  -8.8  0.468  5.815  4.082
       1327  8  -7.1  0.344  5.441  3.955
       1327  8  -8.1  0.538  5.491  3.617
       1125  8  -7.8  0.446  5.387  3.697
       1125  8  -7.5  0.556  5.369  3.458
       1125  8  -8.1  0.511  5.543  3.722
       1125  8  -7.1  0.559  5.238  3.322
       1125  8  -7.3  0.499  5.337  3.541
       1125  8  -7.7  0.844  5.523  3.037
       1125  8  -7.1  0.236  5.072  3.802
       1125  8  -7.7  0.482  5.315  3.553
       1125  8  -6.8  0.409  5.089  3.472
       1125  8  -7.3  0.365  5.184  3.656
       1125  8  -7.4  0.506  5.260  3.450
       1125  8  -8.3  0.402  5.712  4.109
       1125  8  -6.9  0.618  4.985  2.952
       1125  8  -8.2  0.343  5.531  4.047
       1125  8  -7.2  0.420  5.189  3.552
       1125  8  -7.7  0.324  5.310  3.864
       1125  8  -7.7  0.397  5.416  3.823
       1125  8  -7.1  0.570  5.284  3.345
       1125  8  -7.1  0.420  5.122  3.484
       1125  8  -8.7  0.507  5.759  3.947
       1125  8  -6.7  0.543  5.042  3.158
       1125  8  -5.7  0.349  4.531  3.035
       1125  8  -8.0  0.453  5.495  3.790
       1125  8 -10.1  0.828  6.295  3.841
       1125  8  -6.1  0.272  4.755  3.413
       1125  8  -7.4  0.593  5.263  3.278
       1125  8  -7.5  0.501  5.248  3.448
       1125  8  -7.9  0.465  5.489  3.761
       1125  8  -7.4  0.528  5.254  3.399
       1125  8  -8.9  0.411  5.833  4.213
       1125  8  -8.0  0.506  5.520  3.710
       1125  8  -6.8  0.542  4.967  3.086
       1125  8  -8.6  0.646  5.941  3.850
       1125  8  -7.8  0.565  5.434  3.505
       1125  8  -5.4  0.411  4.426  2.805
       1125  8  -6.9  0.608  4.969  2.954
       1125  8  -8.0  0.390  5.451  3.873
       1125  8  -6.8  0.338  4.977  3.503
       1125  8  -7.6  0.584  5.375  3.408
       1125  8  -8.3  0.724  5.600  3.353
       1125  8  -8.8  0.640  5.765  3.686
       1125  8  -5.6  0.485  4.441  2.674
       1125  8  -8.3  0.481  5.584  3.824
       1125  8  -9.4  0.615  6.019  3.991
       1125  8  -7.1  0.745  5.168  2.880
       1125  8  -6.7  0.477  4.937  3.184
       1125  8  -8.8  0.398  5.792  4.198
       1125  8  -8.4  0.699  5.592  3.396
       1125  8  -7.4  0.355  5.210  3.702
       1125  8  -5.9  0.390  4.572  2.993
       1125  8  -6.2  0.284  4.709  3.343
       1125  8  -7.6  0.710  5.432  3.215
       1125  8  -7.1  0.689  5.078  2.901
       1125  8  -7.4  0.605  5.328  3.321
       1125  8  -7.7  0.521  5.765  3.926
       1125  8  -8.2  0.875  5.583  3.034
       1125  8  -7.7  0.383  5.403  3.839
       1125  8  -8.1  0.610  5.513  3.494
       1125  8  -7.3  0.704  5.207  3.002
       1125  8  -5.4  0.550  4.487  2.590
       1125  8  -9.4  0.379  5.987  4.432
       1125  8  -5.9  0.596  4.629  2.639
       1475  8  -7.7  0.234  5.370  4.104
       1475  8  -7.5  0.321  5.247  3.807
       1475  8  -5.9  0.200  4.998  3.799
       1475  8  -6.6  0.212  4.918  3.695
       1475  8  -8.5  0.431  5.689  4.028
       1475  8  -8.0  0.333  5.545  4.082
       1475  8  -7.8  0.647  5.419  3.327
       1475  8  -7.4  0.220  5.301  4.063
       1475  8  -6.6  0.352  4.902  3.399
       1475  8  -8.9  0.431  5.803  4.144
       1475  8  -7.3  0.362  5.225  3.703
       1475  8  -7.9  0.515  5.408  3.580
       1475  8  -6.1  0.371  4.731  3.191
       1475  8  -7.8  0.681  5.384  3.223
       1475  8  -6.5  0.300  4.959  3.561
       1475  8  -6.9  0.291  5.125  3.745
       1475  8  -9.3  0.422  5.972  4.330
       1475  8  -8.4  0.434  5.715  4.049
       1475  8  -5.6  0.426  4.489  2.838
       1475  8  -8.1  0.437  5.503  3.831
       1475  8  -9.4  0.532  6.069  4.206
       1475  8  -7.5  0.545  5.331  3.444
       1475  8  -6.9  0.497  5.006  3.213
       1475  8  -7.6  0.513  5.483  3.659
       1475  8  -6.1  0.274  4.726  3.380
       1475  8  -5.3  0.429  4.592  2.935
       1475  8  -7.1  0.260  5.165  3.847
       1475  8  -8.2  0.485  5.561  3.793
       1475  8  -7.0  0.419  5.072  3.436
       1475  8  -7.5  0.407  5.308  3.695
       1475  8  -6.9  0.719  5.130  2.894
       1475  8  -7.9  0.581  5.424  3.464
       1475  8  -6.5  0.387  4.856  3.284
       1475  8  -7.8  0.372  5.460  3.918
       1475  8  -5.7  0.271  4.499  3.159
       1475  8  -6.0  0.477  4.732  2.979
       1475  8  -9.2  0.667  5.927  3.794
       1475  8  -8.5  0.389  5.649  4.072
       1475  8  -5.6  0.320  4.454  3.015
       1475  8  -6.8  0.425  5.018  3.369
       1475  8  -6.9  0.398  5.137  3.542
       1475  8  -6.7  0.386  4.948  3.378
       1475  8  -7.5  0.504  5.323  3.518
       1475  8  -7.2  0.442  5.136  3.453
       1475  8  -7.4  0.464  5.224  3.499
       1475  8  -7.4  0.421  5.211  3.571
       1475  8  -9.0  0.442  5.845  4.163
       1475  8  -7.6  0.260  5.315  3.998
       1475  8  -6.1  0.370  4.714  3.177
       1475  8  -6.2  0.265  4.735  3.406
       1475  8  -7.6  0.672  5.368  3.226
       1475  8  -7.3  0.302  5.276  3.873
       1475  8  -8.8  0.244  5.781  4.495
       1475  8  -7.6  0.541  5.317  3.436
       1475  8  -7.8  0.349  5.416  3.920
       1475  8  -7.8  0.354  5.348  3.842
       1475  8  -8.3  0.371  5.569  4.028
       1475  8  -7.5  0.359  5.267  3.751
       1475  8  -7.3  0.391  5.143  3.563
       1475  8  -6.4  0.342  4.788  3.305
       1475  8  -6.6  0.249  4.866  3.570
       1475  8  -7.1  0.464  5.107  3.380
       1475  8  -6.7  0.433  4.938  3.273
       1475  8  -7.5  0.393  5.287  3.703
       1475  8  -8.3  0.501  5.627  3.827
       1475  8  -7.6  0.661  5.443  3.322
       1475  8  -9.2  0.487  5.997  4.225
       1475  8  -8.5  0.714  5.717  3.492
       1475  8  -7.7  0.567  5.375  3.443
       1475  8  -6.1  0.358  4.704  3.189
       1475  8  -9.0  0.507  5.927  4.114
       1475  8  -5.4  0.371  4.415  2.875
       1475  8  -6.4  0.511  4.842  3.023
       1475  8  -6.4  0.634  4.852  2.787
       1475  8  -6.6  0.379  4.900  3.343
       1475  8  -8.2  0.682  5.626  3.463
       1475  8  -5.5  0.287  4.572  3.201
       1475  8  -5.5  0.409  4.483  2.867
       1475  8  -5.8  0.441  4.560  2.879
       1475  8  -8.4  0.879  5.861  3.304
       1475  8  -6.4  0.497  4.787  2.995
       1475  8  -6.5  0.618  4.917  2.883
       1475  8  -6.6  0.723  5.080  2.837
       1475  8  -7.1  0.011  5.136  4.316
       1475  8  -6.6  0.601  4.881  2.881
       1475  8  -6.1  0.409  4.739  3.123
